DATE,AGE_RANGE,AR_TOTALCASES,AR_TOTALPERCENT,AR_NEWCASES,AR_NEWPERCENT,AR_TOTALDEATHS,AR_NEWDEATHS
05-13-21,0-10 years,47634,0.055579,65,0.087601,5,0
05-13-21,11-20 years,110759,0.129232,118,0.15903,5,0
05-13-21,21-30 years,154910,0.180747,151,0.203504,49,0
05-13-21,31-40 years,133478,0.15574,102,0.137466,136,1
05-13-21,41-50 years,127742,0.149048,99,0.133423,407,0
05-13-21,51-60 years,120392,0.140472,108,0.145553,1076,3
05-13-21,61-70 years,86049,0.100401,54,0.072776,2311,1
05-13-21,71-80 years,49619,0.057895,26,0.035040,3756,2
05-13-21,81+ years,25393,0.029628,17,0.022911,4567,0
05-13-21,Pending,1079,0.001259,2,0.002695,0,0
05-12-21,0-10 years,47569,0.055551,84,0.091008,5,0
05-12-21,11-20 years,110641,0.129206,145,0.157096,5,0
05-12-21,21-30 years,154759,0.180727,165,0.178765,49,0
05-12-21,31-40 years,133376,0.155756,144,0.156013,135,3
05-12-21,41-50 years,127643,0.149061,132,0.143012,407,1
05-12-21,51-60 years,120284,0.140467,114,0.12351,1073,3
05-12-21,61-70 years,85995,0.100425,83,0.089924,2310,0
05-12-21,71-80 years,49593,0.057915,30,0.032503,3754,0
05-12-21,81+ years,25376,0.029634,19,0.020585,4567,2
05-12-21,Pending,1077,0.001258,7,0.007584,0,0
05-11-21,0-10 years,47485,0.055513,54,0.063380,5,0
05-11-21,11-20 years,110496,0.129176,120,0.140845,5,0
05-11-21,21-30 years,154594,0.180729,137,0.160798,49,1
05-11-21,31-40 years,133232,0.155756,166,0.194836,132,1
05-11-21,41-50 years,127511,0.149068,132,0.15493,406,0
05-11-21,51-60 years,120170,0.140486,120,0.140845,1070,3
05-11-21,61-70 years,85912,0.100436,71,0.083333,2310,1
05-11-21,71-80 years,49563,0.057942,46,0.053991,3754,-1
05-11-21,81+ years,25357,0.029644,6,0.007042,4565,-1
05-11-21,Pending,1070,0.001251,0,0,0,0
05-10-21,0-10 years,47431,0.055505,62,0.098413,5,0
05-10-21,11-20 years,110376,0.129165,95,0.150794,5,0
05-10-21,21-30 years,154457,0.180749,92,0.146032,48,0
05-10-21,31-40 years,133066,0.155717,101,0.160317,131,1
05-10-21,41-50 years,127379,0.149062,95,0.150794,406,1
05-10-21,51-60 years,120050,0.140485,98,0.155556,1067,3
05-10-21,61-70 years,85841,0.100453,44,0.069841,2309,6
05-10-21,71-80 years,49517,0.057946,27,0.042857,3755,4
05-10-21,81+ years,25351,0.029666,14,0.022222,4566,1
05-10-21,Pending,1070,0.001252,2,0.003175,0,0
05-09-21,0-10 years,47369,0.055473,16,0.042553,5,0
05-09-21,11-20 years,110281,0.129149,65,0.172872,5,0
05-09-21,21-30 years,154365,0.180775,76,0.202128,48,0
05-09-21,31-40 years,132965,0.155713,69,0.183511,130,2
05-09-21,41-50 years,127284,0.149061,64,0.170213,405,2
05-09-21,51-60 years,119952,0.140474,44,0.117021,1064,5
05-09-21,61-70 years,85797,0.100476,28,0.074468,2303,3
05-09-21,71-80 years,49490,0.057957,12,0.031915,3751,5
05-09-21,81+ years,25337,0.029672,2,0.005319,4565,2
05-09-21,Pending,1068,0.001251,0,0,0,0
05-08-21,0-10 years,47353,0.055479,50,0.089127,5,0
05-08-21,11-20 years,110216,0.129129,76,0.135472,5,0
05-08-21,21-30 years,154289,0.180765,104,0.185383,48,0
05-08-21,31-40 years,132896,0.155701,101,0.180036,128,0
05-08-21,41-50 years,127220,0.149051,71,0.12656,403,0
05-08-21,51-60 years,119908,0.140484,69,0.122995,1059,0
05-08-21,61-70 years,85769,0.100487,59,0.105169,2300,0
05-08-21,71-80 years,49478,0.057969,24,0.042781,3746,0
05-08-21,81+ years,25335,0.029683,7,0.012478,4563,0
05-08-21,Pending,1068,0.001251,0,0,0,0
05-07-21,0-10 years,47303,0.055457,80,0.077146,5,0
05-07-21,11-20 years,110140,0.129125,186,0.179364,5,0
05-07-21,21-30 years,154185,0.180762,202,0.194793,48,0
05-07-21,31-40 years,132795,0.155685,169,0.16297,128,0
05-07-21,41-50 years,127149,0.149066,151,0.145612,403,0
05-07-21,51-60 years,119839,0.140496,130,0.125362,1059,0
05-07-21,61-70 years,85710,0.100484,68,0.065574,2300,0
05-07-21,71-80 years,49454,0.057979,42,0.040501,3746,2
05-07-21,81+ years,25328,0.029694,9,0.008679,4563,0
05-07-21,Pending,1068,0.001252,0,0,0,0
05-06-21,0-10 years,47223,0.055430,75,0.094817,5,0
05-06-21,11-20 years,109954,0.129064,123,0.155499,5,0
05-06-21,21-30 years,153983,0.180745,135,0.17067,48,0
05-06-21,31-40 years,132626,0.155676,132,0.166877,128,0
05-06-21,41-50 years,126998,0.14907,104,0.131479,403,4
05-06-21,51-60 years,119709,0.140514,117,0.147914,1059,1
05-06-21,61-70 years,85642,0.100527,59,0.074589,2300,0
05-06-21,71-80 years,49412,0.058000,37,0.046776,3744,4
05-06-21,81+ years,25319,0.029719,8,0.010114,4563,2
05-06-21,Pending,1068,0.001254,1,0.001264,0,0
05-05-21,0-10 years,47148,0.055394,110,0.090834,5,0
05-05-21,11-20 years,109831,0.129039,192,0.158547,5,0
05-05-21,21-30 years,153848,0.180755,235,0.194055,48,0
05-05-21,31-40 years,132494,0.155666,185,0.152766,128,0
05-05-21,41-50 years,126894,0.149087,190,0.156895,399,2
05-05-21,51-60 years,119592,0.140508,152,0.125516,1058,1
05-05-21,61-70 years,85583,0.100551,92,0.075970,2300,4
05-05-21,71-80 years,49375,0.058010,34,0.028076,3740,7
05-05-21,81+ years,25311,0.029738,20,0.016515,4561,2
05-05-21,Pending,1067,0.001254,1,0.000826,0,0
05-04-21,0-10 years,47038,0.055343,52,0.060819,5,0
05-04-21,11-20 years,109639,0.128997,151,0.176608,5,0
05-04-21,21-30 years,153613,0.180736,165,0.192982,48,0
05-04-21,31-40 years,132309,0.15567,145,0.169591,128,0
05-04-21,41-50 years,126704,0.149075,117,0.136842,397,1
05-04-21,51-60 years,119440,0.140529,105,0.122807,1057,3
05-04-21,61-70 years,85491,0.100586,76,0.088889,2296,3
05-04-21,71-80 years,49341,0.058053,26,0.030409,3733,2
05-04-21,81+ years,25291,0.029756,18,0.021053,4559,2
05-04-21,Pending,1066,0.001254,0,0,0,0
05-03-21,0-10 years,46986,0.055338,38,0.057927,5,0
05-03-21,11-20 years,109488,0.128949,93,0.141768,5,-1
05-03-21,21-30 years,153448,0.180723,128,0.195122,48,0
05-03-21,31-40 years,132164,0.155656,112,0.170732,128,0
05-03-21,41-50 years,126587,0.149088,93,0.141768,396,1
05-03-21,51-60 years,119335,0.140547,87,0.132622,1054,2
05-03-21,61-70 years,85415,0.100597,57,0.08689,2293,6
05-03-21,71-80 years,49315,0.058081,29,0.044207,3731,2
05-03-21,81+ years,25273,0.029765,18,0.027439,4557,3
05-03-21,Pending,1066,0.001255,1,0.001524,0,0
05-02-21,0-10 years,46948,0.055336,44,0.088,5,0
05-02-21,11-20 years,109395,0.12894,88,0.176,6,0
05-02-21,21-30 years,153320,0.180712,100,0.2,48,0
05-02-21,31-40 years,132052,0.155644,69,0.138,128,0
05-02-21,41-50 years,126494,0.149093,64,0.128,395,0
05-02-21,51-60 years,119248,0.140553,71,0.142,1052,1
05-02-21,61-70 years,85358,0.100608,40,0.08,2287,0
05-02-21,71-80 years,49286,0.058091,20,0.04,3729,0
05-02-21,81+ years,25255,0.029767,3,0.006,4554,0
05-02-21,Pending,1065,0.001255,1,0.002,0,0
05-01-21,0-10 years,46904,0.055316,55,0.090610,5,0
05-01-21,11-20 years,109307,0.128912,81,0.133443,6,0
05-01-21,21-30 years,153220,0.180701,105,0.172982,48,0
05-01-21,31-40 years,131983,0.155655,106,0.174629,128,0
05-01-21,41-50 years,126430,0.149106,93,0.153213,395,0
05-01-21,51-60 years,119177,0.140552,81,0.133443,1051,0
05-01-21,61-70 years,85318,0.10062,51,0.084020,2287,0
05-01-21,71-80 years,49266,0.058102,26,0.042834,3729,-1
05-01-21,81+ years,25252,0.029781,9,0.014827,4554,0
05-01-21,Pending,1064,0.001255,0,0,0,0
04-30-21,0-10 years,46849,0.055291,85,0.079070,5,0
04-30-21,11-20 years,109226,0.128909,191,0.177674,6,0
04-30-21,21-30 years,153115,0.180706,230,0.213953,48,0
04-30-21,31-40 years,131877,0.155641,183,0.170233,128,0
04-30-21,41-50 years,126337,0.149103,144,0.133953,395,0
04-30-21,51-60 years,119096,0.140557,116,0.107907,1051,2
04-30-21,61-70 years,85267,0.100632,72,0.066977,2287,2
04-30-21,71-80 years,49240,0.058113,34,0.031628,3730,1
04-30-21,81+ years,25243,0.029792,19,0.017674,4554,2
04-30-21,Pending,1064,0.001256,1,0.000930,0,0
04-29-21,0-10 years,46764,0.055261,127,0.119811,5,0
04-29-21,11-20 years,109035,0.128847,179,0.168868,6,0
04-29-21,21-30 years,152885,0.180664,187,0.176415,48,0
04-29-21,31-40 years,131694,0.155623,156,0.14717,128,0
04-29-21,41-50 years,126193,0.149122,149,0.140566,395,0
04-29-21,51-60 years,118980,0.140599,132,0.124528,1049,2
04-29-21,61-70 years,85195,0.100675,76,0.071698,2285,3
04-29-21,71-80 years,49206,0.058147,36,0.033962,3729,2
04-29-21,81+ years,25224,0.029807,18,0.016981,4552,2
04-29-21,Pending,1063,0.001256,0,0,0,0
04-28-21,0-10 years,46637,0.055180,130,0.108153,5,0
04-28-21,11-20 years,108856,0.128796,210,0.174709,6,0
04-28-21,21-30 years,152698,0.180669,219,0.182196,48,0
04-28-21,31-40 years,131538,0.155633,179,0.148918,128,1
04-28-21,41-50 years,126044,0.149133,171,0.142263,395,3
04-28-21,51-60 years,118848,0.140619,152,0.126456,1047,0
04-28-21,61-70 years,85119,0.100711,95,0.079035,2282,5
04-28-21,71-80 years,49170,0.058177,32,0.026622,3727,2
04-28-21,81+ years,25206,0.029823,13,0.010815,4550,6
04-28-21,Pending,1063,0.001258,1,0.000832,0,0
04-27-21,0-10 years,46507,0.055105,76,0.065348,5,0
04-27-21,11-20 years,108646,0.128731,202,0.173689,6,0
04-27-21,21-30 years,152479,0.180667,231,0.198624,48,0
04-27-21,31-40 years,131359,0.155643,193,0.16595,127,0
04-27-21,41-50 years,125873,0.149143,173,0.148753,392,1
04-27-21,51-60 years,118696,0.140639,146,0.125537,1047,1
04-27-21,61-70 years,85024,0.100742,87,0.074807,2277,4
04-27-21,71-80 years,49138,0.058222,43,0.036973,3725,2
04-27-21,81+ years,25193,0.029850,9,0.007739,4544,0
04-27-21,Pending,1062,0.001258,3,0.002580,0,0
04-26-21,0-10 years,46431,0.055090,88,0.080292,5,0
04-26-21,11-20 years,108444,0.128669,176,0.160584,6,0
04-26-21,21-30 years,152248,0.180642,212,0.193431,48,1
04-26-21,31-40 years,131166,0.155629,158,0.144161,127,0
04-26-21,41-50 years,125700,0.149143,174,0.158759,391,1
04-26-21,51-60 years,118550,0.14066,145,0.132299,1046,1
04-26-21,61-70 years,84937,0.100778,92,0.083942,2273,4
04-26-21,71-80 years,49095,0.058251,37,0.033759,3723,3
04-26-21,81+ years,25184,0.029881,10,0.009124,4544,1
04-26-21,Pending,1059,0.001257,4,0.003650,0,0
04-25-21,0-10 years,46343,0.055058,48,0.086799,5,0
04-25-21,11-20 years,108268,0.128627,91,0.164557,6,0
04-25-21,21-30 years,152036,0.180626,106,0.191682,47,0
