DATE,AGE_RANGE,AR_TOTALCASES,AR_TOTALPERCENT,AR_NEWCASES,AR_NEWPERCENT,AR_TOTALDEATHS,AR_NEWDEATHS
05-09-21,0-10 years,47391,0.055470,16,0.041885,5,0
05-09-21,11-20 years,110342,0.129152,67,0.175393,5,0
05-09-21,21-30 years,154443,0.18077,79,0.206806,48,0
05-09-21,31-40 years,133028,0.155705,70,0.183246,130,2
05-09-21,41-50 years,127338,0.149045,65,0.170157,405,2
05-09-21,51-60 years,120016,0.140475,43,0.112565,1064,5
05-09-21,61-70 years,85846,0.10048,28,0.073298,2303,3
05-09-21,71-80 years,49527,0.057970,12,0.031414,3751,5
05-09-21,81+ years,25361,0.029684,2,0.005236,4565,2
05-09-21,Pending,1068,0.001250,0,0,0,0
05-08-21,0-10 years,47375,0.055476,51,0.089161,5,0
05-08-21,11-20 years,110275,0.129131,79,0.138112,5,0
05-08-21,21-30 years,154364,0.180759,104,0.181818,48,0
05-08-21,31-40 years,132958,0.155693,105,0.183566,128,0
05-08-21,41-50 years,127273,0.149035,71,0.124126,403,0
05-08-21,51-60 years,119973,0.140487,70,0.122378,1059,0
05-08-21,61-70 years,85818,0.100492,58,0.101399,2300,0
05-08-21,71-80 years,49515,0.057982,27,0.047203,3746,0
05-08-21,81+ years,25359,0.029695,7,0.012238,4563,0
05-08-21,Pending,1068,0.001251,0,0,0,0
05-07-21,0-10 years,47324,0.055453,82,0.077213,5,0
05-07-21,11-20 years,110196,0.129125,192,0.180791,5,0
05-07-21,21-30 years,154260,0.180758,206,0.193974,48,0
05-07-21,31-40 years,132853,0.155674,174,0.163842,128,0
05-07-21,41-50 years,127202,0.149052,151,0.142185,403,0
05-07-21,51-60 years,119903,0.140499,133,0.125235,1059,0
05-07-21,61-70 years,85760,0.100491,70,0.065913,2300,0
05-07-21,71-80 years,49488,0.057989,44,0.041431,3746,2
05-07-21,81+ years,25352,0.029707,10,0.009416,4563,0
05-07-21,Pending,1068,0.001251,0,0,0,0
05-06-21,0-10 years,47242,0.055426,77,0.095062,5,0
05-06-21,11-20 years,110004,0.129061,130,0.160494,5,0
05-06-21,21-30 years,154054,0.180742,139,0.171605,48,0
05-06-21,31-40 years,132679,0.155664,135,0.166667,128,0
05-06-21,41-50 years,127051,0.149061,105,0.12963,403,4
05-06-21,51-60 years,119770,0.140518,117,0.144444,1059,1
05-06-21,61-70 years,85690,0.100535,60,0.074074,2300,0
05-06-21,71-80 years,49444,0.058009,37,0.045679,3744,4
05-06-21,81+ years,25342,0.029732,9,0.011111,4563,2
05-06-21,Pending,1068,0.001253,1,0.001235,0,0
05-05-21,0-10 years,47165,0.055388,114,0.092010,5,0
05-05-21,11-20 years,109874,0.129031,195,0.157385,5,0
05-05-21,21-30 years,153915,0.18075,244,0.196933,48,0
05-05-21,31-40 years,132544,0.155653,189,0.152542,128,0
05-05-21,41-50 years,126946,0.149079,192,0.154964,399,2
05-05-21,51-60 years,119653,0.140515,155,0.125101,1058,1
05-05-21,61-70 years,85630,0.10056,95,0.076675,2300,4
05-05-21,71-80 years,49407,0.058021,34,0.027441,3740,7
05-05-21,81+ years,25333,0.029750,20,0.016142,4561,2
05-05-21,Pending,1067,0.001253,1,0.000807,0,0
05-04-21,0-10 years,47051,0.055335,54,0.061785,5,0
05-04-21,11-20 years,109679,0.128989,153,0.175057,5,0
05-04-21,21-30 years,153671,0.180727,173,0.197941,48,0
05-04-21,31-40 years,132355,0.155658,145,0.165904,128,0
05-04-21,41-50 years,126754,0.149071,121,0.138444,397,1
05-04-21,51-60 years,119498,0.140537,107,0.122426,1057,3
05-04-21,61-70 years,85535,0.100594,77,0.088101,2296,3
05-04-21,71-80 years,49373,0.058066,26,0.029748,3733,2
05-04-21,81+ years,25313,0.029770,18,0.020595,4559,2
05-04-21,Pending,1066,0.001254,0,0,0,0
05-03-21,0-10 years,46997,0.055328,39,0.058559,5,0
05-03-21,11-20 years,109526,0.128942,93,0.13964,5,-1
05-03-21,21-30 years,153498,0.180709,129,0.193694,48,0
05-03-21,31-40 years,132210,0.155647,113,0.16967,128,0
05-03-21,41-50 years,126633,0.149082,95,0.142643,396,1
05-03-21,51-60 years,119391,0.140556,88,0.132132,1054,2
05-03-21,61-70 years,85458,0.100607,60,0.090090,2293,6
05-03-21,71-80 years,49347,0.058095,30,0.045045,3731,2
05-03-21,81+ years,25295,0.029779,18,0.027027,4557,3
05-03-21,Pending,1066,0.001255,1,0.001502,0,0
05-02-21,0-10 years,46958,0.055326,44,0.086785,5,0
05-02-21,11-20 years,109433,0.128934,91,0.179487,6,0
05-02-21,21-30 years,153369,0.180699,102,0.201183,48,0
05-02-21,31-40 years,132097,0.155636,70,0.138067,128,0
05-02-21,41-50 years,126538,0.149087,64,0.126233,395,0
05-02-21,51-60 years,119303,0.140562,72,0.142012,1052,1
05-02-21,61-70 years,85398,0.100616,40,0.078895,2287,0
05-02-21,71-80 years,49317,0.058105,20,0.039448,3729,0
05-02-21,81+ years,25277,0.029781,3,0.005917,4554,0
05-02-21,Pending,1065,0.001255,1,0.001972,0,0
05-01-21,0-10 years,46914,0.055307,55,0.088141,5,0
05-01-21,11-20 years,109342,0.128903,87,0.139423,6,0
05-01-21,21-30 years,153267,0.180687,107,0.171474,48,0
05-01-21,31-40 years,132027,0.155647,110,0.176282,128,0
05-01-21,41-50 years,126474,0.1491,96,0.153846,395,0
05-01-21,51-60 years,119231,0.140561,82,0.13141,1051,0
05-01-21,61-70 years,85358,0.100629,51,0.081731,2287,0
05-01-21,71-80 years,49297,0.058116,26,0.041667,3729,-1
05-01-21,81+ years,25274,0.029796,10,0.016026,4554,0
05-01-21,Pending,1064,0.001254,0,0,0,0
04-30-21,0-10 years,46859,0.055283,85,0.077626,5,0
04-30-21,11-20 years,109255,0.128896,194,0.177169,6,0
04-30-21,21-30 years,153160,0.180693,237,0.216438,48,0
