DATE,AGE_RANGE,AR_TOTALCASES,AR_TOTALPERCENT,AR_NEWCASES,AR_NEWPERCENT,AR_TOTALDEATHS,AR_NEWDEATHS
05-17-21,0-10 years,47789,0.055646,53,0.079104,5,0
05-17-21,11-20 years,110984,0.129231,97,0.144776,5,0
05-17-21,21-30 years,155265,0.180792,128,0.191045,49,0
05-17-21,31-40 years,133804,0.155803,113,0.168657,136,0
05-17-21,41-50 years,128021,0.149069,115,0.171642,408,0
05-17-21,51-60 years,120584,0.140409,86,0.128358,1084,2
05-17-21,61-70 years,86186,0.100356,47,0.070149,2322,5
05-17-21,71-80 years,49685,0.057854,26,0.038806,3759,3
05-17-21,81+ years,25411,0.029589,5,0.007463,4571,2
05-17-21,Pending,1075,0.001252,0,0,0,0
05-16-21,0-10 years,47736,0.055628,23,0.082437,5,0
05-16-21,11-20 years,110887,0.129219,33,0.11828,5,0
05-16-21,21-30 years,155137,0.180784,49,0.175627,49,0
05-16-21,31-40 years,133691,0.155793,48,0.172043,136,1
05-16-21,41-50 years,127906,0.149051,50,0.179211,408,0
05-16-21,51-60 years,120498,0.140419,31,0.111111,1082,2
05-16-21,61-70 years,86139,0.100379,25,0.089606,2317,1
05-16-21,71-80 years,49659,0.057869,18,0.064516,3756,0
05-16-21,81+ years,25406,0.029606,2,0.007168,4569,0
05-16-21,Pending,1075,0.001253,0,0,0,0
05-15-21,0-10 years,47713,0.055619,31,0.075795,5,0
05-15-21,11-20 years,110854,0.129222,58,0.141809,5,0
05-15-21,21-30 years,155088,0.180786,92,0.224939,49,0
05-15-21,31-40 years,133643,0.155787,60,0.146699,135,0
05-15-21,41-50 years,127856,0.149042,54,0.132029,408,0
05-15-21,51-60 years,120467,0.140428,56,0.136919,1080,0
05-15-21,61-70 years,86114,0.100383,28,0.068460,2316,1
05-15-21,71-80 years,49641,0.057866,21,0.051345,3756,0
05-15-21,81+ years,25404,0.029613,6,0.014670,4569,0
05-15-21,Pending,1075,0.001253,3,0.007335,0,0
05-14-21,0-10 years,47682,0.055609,71,0.086165,5,0
05-14-21,11-20 years,110796,0.129216,109,0.132282,5,0
05-14-21,21-30 years,154996,0.180765,168,0.203883,49,0
