DATE,AGE_RANGE,AR_TOTALCASES,AR_TOTALPERCENT,AR_NEWCASES,AR_NEWPERCENT,AR_TOTALDEATHS,AR_NEWDEATHS
05-16-21,0-10 years,47745,0.055624,23,0.080986,5,0
05-16-21,11-20 years,110924,0.129229,33,0.116197,5,0
05-16-21,21-30 years,155182,0.18079,49,0.172535,49,0
05-16-21,31-40 years,133714,0.155779,49,0.172535,136,1
05-16-21,41-50 years,127939,0.149051,50,0.176056,408,0
05-16-21,51-60 years,120535,0.140426,33,0.116197,1082,2
05-16-21,61-70 years,86154,0.100371,27,0.095070,2317,1
05-16-21,71-80 years,49672,0.057869,17,0.059859,3756,0
05-16-21,81+ years,25413,0.029607,3,0.010563,4569,0
05-16-21,Pending,1077,0.001255,0,0,0,0
05-15-21,0-10 years,47722,0.055615,31,0.073634,5,0
05-15-21,11-20 years,110891,0.129233,58,0.137767,5,0
05-15-21,21-30 years,155133,0.180793,95,0.225653,49,0
05-15-21,31-40 years,133665,0.155774,60,0.142518,135,0
05-15-21,41-50 years,127889,0.149042,56,0.133017,408,0
05-15-21,51-60 years,120502,0.140434,59,0.140143,1080,0
05-15-21,61-70 years,86127,0.100373,31,0.073634,2316,1
05-15-21,71-80 years,49655,0.057868,21,0.049881,3756,0
05-15-21,81+ years,25410,0.029613,7,0.016627,4569,0
05-15-21,Pending,1077,0.001255,3,0.007126,0,0
05-14-21,0-10 years,47691,0.055607,71,0.084928,5,0
05-14-21,11-20 years,110833,0.129229,110,0.131579,5,0
05-14-21,21-30 years,155038,0.180771,169,0.202153,49,0
05-14-21,31-40 years,133605,0.15578,153,0.183014,135,-1
05-14-21,41-50 years,127833,0.14905,129,0.154306,408,1
05-14-21,51-60 years,120443,0.140434,91,0.108852,1080,4
05-14-21,61-70 years,86096,0.100386,67,0.080144,2315,4
05-14-21,71-80 years,49634,0.057872,29,0.034689,3756,0
05-14-21,81+ years,25403,0.029619,15,0.017943,4569,2
05-14-21,Pending,1074,0.001252,2,0.002392,0,0
05-13-21,0-10 years,47620,0.055578,65,0.089286,5,0
05-13-21,11-20 years,110723,0.129226,115,0.157967,5,0
05-13-21,21-30 years,154869,0.18075,149,0.20467,49,0
05-13-21,31-40 years,133452,0.155754,102,0.14011,136,1
05-13-21,41-50 years,127704,0.149045,96,0.131868,407,0
05-13-21,51-60 years,120352,0.140465,105,0.144231,1076,3
05-13-21,61-70 years,86029,0.100406,54,0.074176,2311,1
05-13-21,71-80 years,49605,0.057895,26,0.035714,3756,2
05-13-21,81+ years,25388,0.029631,16,0.021978,4567,0
05-13-21,Pending,1072,0.001251,0,0,0,0
05-12-21,0-10 years,47555,0.055549,80,0.088496,5,0
05-12-21,11-20 years,110608,0.129202,140,0.154867,5,0
05-12-21,21-30 years,154720,0.18073,161,0.178097,49,0
05-12-21,31-40 years,133350,0.155767,144,0.159292,135,3
05-12-21,41-50 years,127608,0.14906,130,0.143805,407,1
05-12-21,51-60 years,120247,0.140461,113,0.125,1073,3
05-12-21,61-70 years,85975,0.100428,85,0.094027,2310,0
05-12-21,71-80 years,49579,0.057914,30,0.033186,3754,0
05-12-21,81+ years,25372,0.029637,19,0.021018,4567,2
05-12-21,Pending,1072,0.001252,2,0.002212,0,0
05-11-21,0-10 years,47475,0.055514,54,0.063306,5,0
05-11-21,11-20 years,110468,0.129175,120,0.14068,5,0
05-11-21,21-30 years,154559,0.180732,138,0.161782,49,1
05-11-21,31-40 years,133206,0.155763,165,0.193435,132,1
05-11-21,41-50 years,127478,0.149065,132,0.154748,406,0
05-11-21,51-60 years,120134,0.140478,121,0.141852,1070,3
05-11-21,61-70 years,85890,0.100435,71,0.083236,2310,1
05-11-21,71-80 years,49549,0.057940,46,0.053927,3754,-1
05-11-21,81+ years,25353,0.029646,6,0.007034,4565,-1
05-11-21,Pending,1070,0.001251,0,0,0,0
05-10-21,0-10 years,47421,0.055507,62,0.098569,5,0
05-10-21,11-20 years,110348,0.129163,95,0.151033,5,0
05-10-21,21-30 years,154421,0.180751,92,0.146264,48,0
05-10-21,31-40 years,133041,0.155726,101,0.160572,131,1
05-10-21,41-50 years,127346,0.14906,95,0.151033,406,1
05-10-21,51-60 years,120013,0.140476,97,0.154213,1067,3
05-10-21,61-70 years,85819,0.100452,44,0.069952,2309,6
05-10-21,71-80 years,49503,0.057944,27,0.042925,3755,4
05-10-21,81+ years,25347,0.029669,14,0.022258,4566,1
05-10-21,Pending,1070,0.001252,2,0.003180,0,0
05-09-21,0-10 years,47359,0.055475,16,0.042553,5,0
05-09-21,11-20 years,110253,0.129147,65,0.172872,5,0
05-09-21,21-30 years,154329,0.180777,76,0.202128,48,0
05-09-21,31-40 years,132940,0.155722,69,0.183511,130,2
05-09-21,41-50 years,127251,0.149058,64,0.170213,405,2
05-09-21,51-60 years,119916,0.140466,44,0.117021,1064,5
05-09-21,61-70 years,85775,0.100474,28,0.074468,2303,3
05-09-21,71-80 years,49476,0.057955,12,0.031915,3751,5
05-09-21,81+ years,25333,0.029674,2,0.005319,4565,2
05-09-21,Pending,1068,0.001251,0,0,0,0
05-08-21,0-10 years,47343,0.055481,50,0.089127,5,0
05-08-21,11-20 years,110188,0.129128,76,0.135472,5,0
05-08-21,21-30 years,154253,0.180767,104,0.185383,48,0
05-08-21,31-40 years,132871,0.15571,101,0.180036,128,0
05-08-21,41-50 years,127187,0.149049,71,0.12656,403,0
05-08-21,51-60 years,119872,0.140477,69,0.122995,1059,0
05-08-21,61-70 years,85747,0.100486,59,0.105169,2300,0
05-08-21,71-80 years,49464,0.057966,24,0.042781,3746,0
05-08-21,81+ years,25331,0.029685,7,0.012478,4563,0
05-08-21,Pending,1068,0.001252,0,0,0,0
05-07-21,0-10 years,47293,0.055459,80,0.077220,5,0
05-07-21,11-20 years,110112,0.129124,185,0.178571,5,0
05-07-21,21-30 years,154149,0.180764,202,0.194981,48,0
05-07-21,31-40 years,132770,0.155694,170,0.164093,128,0
05-07-21,41-50 years,127116,0.149064,150,0.144788,403,0
05-07-21,51-60 years,119803,0.140488,130,0.125483,1059,0
05-07-21,61-70 years,85688,0.100483,68,0.065637,2300,0
05-07-21,71-80 years,49440,0.057976,42,0.040541,3746,2
05-07-21,81+ years,25324,0.029696,9,0.008687,4563,0
05-07-21,Pending,1068,0.001252,0,0,0,0
05-06-21,0-10 years,47213,0.055432,75,0.094817,5,0
05-06-21,11-20 years,109927,0.129064,123,0.155499,5,0
05-06-21,21-30 years,153947,0.180747,135,0.17067,48,0
05-06-21,31-40 years,132600,0.155684,132,0.166877,128,0
05-06-21,41-50 years,126966,0.149069,104,0.131479,403,4
05-06-21,51-60 years,119673,0.140506,117,0.147914,1059,1
05-06-21,61-70 years,85620,0.100525,59,0.074589,2300,0
05-06-21,71-80 years,49398,0.057997,37,0.046776,3744,4
05-06-21,81+ years,25315,0.029722,8,0.010114,4563,2
05-06-21,Pending,1068,0.001254,1,0.001264,0,0
05-05-21,0-10 years,47138,0.055395,110,0.090984,5,0
05-05-21,11-20 years,109804,0.129039,191,0.157982,5,0
05-05-21,21-30 years,153812,0.180756,235,0.194376,48,0
05-05-21,31-40 years,132468,0.155673,185,0.153019,128,0
05-05-21,41-50 years,126862,0.149085,190,0.157155,399,2
05-05-21,51-60 years,119556,0.140499,151,0.124897,1058,1
05-05-21,61-70 years,85561,0.100549,92,0.076096,2300,4
05-05-21,71-80 years,49361,0.058008,34,0.028122,3740,7
05-05-21,81+ years,25307,0.029740,20,0.016543,4561,2
05-05-21,Pending,1067,0.001254,1,0.000827,0,0
05-04-21,0-10 years,47028,0.055345,52,0.060890,5,0
05-04-21,11-20 years,109613,0.128998,151,0.176815,5,0
05-04-21,21-30 years,153577,0.180737,165,0.193208,48,0
05-04-21,31-40 years,132283,0.155677,144,0.168618,128,0
05-04-21,41-50 years,126672,0.149074,117,0.137002,397,1
05-04-21,51-60 years,119405,0.140522,105,0.122951,1057,3
05-04-21,61-70 years,85469,0.100584,76,0.088993,2296,3
05-04-21,71-80 years,49327,0.058050,26,0.030445,3733,2
