date_stamp,us_county_fips,tn_covid_geo,cnt_total,cnt_total_new,cnt_confirmed,cnt_confirmed_new,cnt_probable,cnt_probable_new,cnt_active,cnt_active_new,cnt_hospitalized,cnt_hospitalized_new,cnt_recovered,cnt_recovered_new,cnt_death,cnt_death_new,cnt_tested_pos,cnt_tested_neg,cnt_tested,cnt_tested_new
2020-03-14,47037,47037,14,4,,,,,,,,,,,,,,,,
2020-03-14,47021,47021,,,,,,,,,,,,,,,,,,
2020-03-14,47013,47013,1,,,,,,,,,,,,,,,,,
2020-03-15,47189,47189,,,,,,,,,,,,,,,,,,
2020-03-15,47187,47187,14,4,,,,,,,,,,,,,,,,
2020-03-15,47165,47165,,,,,,,,,,,,,,,,,,
2020-03-15,47163,47163,1,0,,,,,,,,,,,,,,,,
2020-03-15,47157,47157,2,0,,,,,,,,,,,,,,,,
2020-03-15,47149,47149,1,0,,,,,,,,,,,,,,,,
2020-03-15,47013,47013,1,0,,,,,,,,,,,,,,,,
2020-03-15,47093,47093,1,0,,,,,,,,,,,,,,,,
2020-03-15,47089,47089,1,0,,,,,,,,,,,,,,,,
2020-03-15,47065,47065,1,0,,,,,,,,,,,,,,,,
2020-03-15,47037,47037,17,3,,,,,,,,,,,,,,,,
2020-03-15,47119,47119,,,,,,,,,,,,,,,,,,
2020-03-16,47149,47149,1,0,,,,,,,,,,,,,,,,
2020-03-16,47141,47141,,,,,,,,,,,,,,,,,,
2020-03-16,47147,47147,,,,,,,,,,,,,,,,,,
2020-03-16,47155,47155,1,,,,,,,,,,,,,,,,,
2020-03-16,47107,47107,,,,,,,,,,,,,,,,,,
2020-03-16,47163,47163,1,0,,,,,,,,,,,,,,,,
2020-03-16,47165,47165,,,,,,,,,,,,,,,,,,
2020-03-16,47187,47187,18,4,,,,,,,,,,,,,,,,
2020-03-16,47189,47189,,,,,,,,,,,,,,,,,,
2020-03-16,47157,47157,2,0,,,,,,,,,,,,,,,,
2020-03-16,47115,47115,,,,,,,,,,,,,,,,,,
2020-03-16,47125,47125,,,,,,,,,,,,,,,,,,
2020-03-16,47093,47093,1,0,,,,,,,,,,,,,,,,
2020-03-16,47013,47013,1,0,,,,,,,,,,,,,,,,
2020-03-16,47021,47021,,,,,,,,,,,,,,,,,,
2020-03-16,47035,47035,,,,,,,,,,,,,,,,,,
2020-03-16,47037,47037,25,8,,,,,,,,,,,,,,,,
2020-03-16,47047,47047,,,,,,,,,,,,,,,,,,
2020-03-16,47023,47023,,,,,,,,,,,,,,,,,,
2020-03-16,47065,47065,1,0,,,,,,,,,,,,,,,,
2020-03-16,47071,47071,,,,,,,,,,,,,,,,,,
2020-03-16,47105,47105,,,,,,,,,,,,,,,,,,
2020-03-16,47089,47089,1,0,,,,,,,,,,,,,,,,
2020-03-16,47053,47053,,,,,,,,,,,,,,,,,,
2020-03-17,47151,47151,,,,,,,,,,,,,,,,,,
2020-03-17,47125,47125,,,,,,,,,,,,,,,,,,
2020-03-17,47141,47141,,,,,,,,,,,,,,,,,,
2020-03-17,47145,47145,,,,,,,,,,,,,,,,,,
2020-03-17,47147,47147,,,,,,,,,,,,,,,,,,
2020-03-17,47149,47149,1,0,,,,,,,,,,,,,,,,
2020-03-17,47155,47155,1,0,,,,,,,,,,,,,,,,
2020-03-17,47187,47187,21,3,,,,,,,,,,,,,,,,
2020-03-17,47163,47163,1,0,,,,,,,,,,,,,,,,
2020-03-17,47165,47165,,,,,,,,,,,,,,,,,,
2020-03-17,47167,47167,,,,,,,,,,,,,,,,,,
2020-03-17,47179,47179,,,,,,,,,,,,,,,,,,
2020-03-17,47123,47123,,,,,,,,,,,,,,,,,,
2020-03-17,47189,47189,,,,,,,,,,,,,,,,,,
2020-03-17,47157,47157,2,0,,,,,,,,,,,,,,,,
2020-03-17,47119,47119,,,,,,,,,,,,,,,,,,
2020-03-17,47105,47105,,,,,,,,,,,,,,,,,,
2020-03-17,47093,47093,2,1,,,,,,,,,,,,,,,,
2020-03-17,47009,47009,,,,,,,,,,,,,,,,,,
2020-03-17,47013,47013,1,0,,,,,,,,,,,,,,,,
2020-03-17,47017,47017,,,,,,,,,,,,,,,,,,
2020-03-17,47021,47021,,,,,,,,,,,,,,,,,,
2020-03-17,47029,47029,,,,,,,,,,,,,,,,,,
2020-03-17,47035,47035,,,,,,,,,,,,,,,,,,
2020-03-17,47037,47037,42,17,,,,,,,,,,,,,,,,
2020-03-17,47011,47011,,,,,,,,,,,,,,,,,,
2020-03-17,47045,47045,,,,,,,,,,,,,,,,,,
2020-03-17,47051,47051,,,,,,,,,,,,,,,,,,
2020-03-17,47059,47059,,,,,,,,,,,,,,,,,,
2020-03-17,47063,47063,,,,,,,,,,,,,,,,,,
2020-03-17,47065,47065,1,0,,,,,,,,,,,,,,,,
2020-03-17,47089,47089,1,0,,,,,,,,,,,,,,,,
2020-03-17,47043,47043,,,,,,,,,,,,,,,,,,
2020-03-18,47125,47125,,,,,,,,,,,,,,,,,,
2020-03-18,47147,47147,1,,,,,,,,,,,,,,,,,
2020-03-18,47149,47149,1,0,,,,,,,,,,,,,,,,
2020-03-18,47155,47155,1,0,,,,,,,,,,,,,,,,
2020-03-18,47157,47157,4,2,,,,,,,,,,,,,,,,
2020-03-18,47179,47179,,,,,,,,,,,,,,,,,,
2020-03-18,47165,47165,2,,,,,,,,,,,,,,,,,
2020-03-18,47167,47167,,,,,,,,,,,,,,,,,,
2020-03-18,47189,47189,,,,,,,,,,,,,,,,,,
2020-03-18,47187,47187,24,3,,,,,,,,,,,,,,,,
2020-03-18,47109,47109,,,,,,,,,,,,,,,,,,
2020-03-18,47163,47163,1,0,,,,,,,,,,,,,,,,
2020-03-18,47119,47119,,,,,,,,,,,,,,,,,,
2020-03-18,47011,47011,,,,,,,,,,,,,,,,,,
2020-03-18,47093,47093,2,0,,,,,,,,,,,,,,,,
2020-03-18,47115,47115,,,,,,,,,,,,,,,,,,
2020-03-18,47001,47001,,,,,,,,,,,,,,,,,,
2020-03-18,47017,47017,,,,,,,,,,,,,,,,,,
2020-03-18,47021,47021,1,,,,,,,,,,,,,,,,,
2020-03-18,47037,47037,58,16,,,,,,,,,,,,,,,,
2020-03-18,47013,47013,1,0,,,,,,,,,,,,,,,,
2020-03-18,47059,47059,,,,,,,,,,,,,,,,,,
2020-03-18,47063,47063,,,,,,,,,,,,,,,,,,
2020-03-18,47065,47065,1,0,,,,,,,,,,,,,,,,
2020-03-18,47085,47085,,,,,,,,,,,,,,,,,,
2020-03-18,47089,47089,1,0,,,,,,,,,,,,,,,,
2020-03-18,47043,47043,,,,,,,,,,,,,,,,,,
2020-03-19,47135,47135,,,,,,,,,,,,,,,,,,
2020-03-19,47115,47115,,,,,,,,,,,,,,,,,,
2020-03-19,47117,47117,,,,,,,,,,,,,,,,,,
2020-03-19,47119,47119,,,,,,,,,,,,,,,,,,
2020-03-19,47125,47125,1,,,,,,,,,,,,,,,,,
2020-03-19,,47OOS,26,,,,,,,,,,,,,,,,,
2020-03-19,47133,47133,,,,,,,,,,,,,,,,,,
2020-03-19,,47PEN,1,0,,,,,,,,,,,,,,,,
2020-03-19,47139,47139,,,,,,,,,,,,,,,,,,
2020-03-19,47167,47167,,,,,,,,,,,,,,,,,,
2020-03-19,47149,47149,1,0,,,,,,,,,,,,,,,,
2020-03-19,47155,47155,1,0,,,,,,,,,,,,,,,,
2020-03-19,47157,47157,4,0,,,,,,,,,,,,,,,,
2020-03-19,47163,47163,1,0,,,,,,,,,,,,,,,,
2020-03-19,47165,47165,3,1,,,,,,,,,,,,,,,,
2020-03-19,47179,47179,,,,,,,,,,,,,,,,,,
2020-03-19,47187,47187,30,6,,,,,,,,,,,,,,,,
2020-03-19,47189,47189,1,,,,,,,,,,,,,,,,,
2020-03-19,47113,47113,,,,,,,,,,,,,,,,,,
2020-03-19,47147,47147,2,1,,,,,,,,,,,,,,,,
2020-03-19,47111,47111,,,,,,,,,,,,,,,,,,
2020-03-19,47103,47103,,,,,,,,,,,,,,,,,,
2020-03-19,47009,47009,,,,,,,,,,,,,,,,,,
2020-03-19,47105,47105,,,,,,,,,,,,,,,,,,
2020-03-19,47013,47013,1,0,,,,,,,,,,,,,,,,
2020-03-19,47017,47017,,,,,,,,,,,,,,,,,,
2020-03-19,47021,47021,1,0,,,,,,,,,,,,,,,,
2020-03-19,47035,47035,1,,,,,,,,,,,,,,,,,
2020-03-19,47037,47037,75,17,,,,,,,,,,,,,,,,
2020-03-19,47045,47045,1,,,,,,,,,,,,,,,,,
2020-03-19,47047,47047,,,,,,,,,,,,,,,,,,
2020-03-19,47053,47053,,,,,,,,,,,,,,,,,,
2020-03-19,47043,47043,,,,,,,,,,,,,,,,,,
2020-03-19,47061,47061,,,,,,,,,,,,,,,,,,
2020-03-19,47065,47065,1,0,,,,,,,,,,,,,,,,
2020-03-19,47079,47079,,,,,,,,,,,,,,,,,,
2020-03-19,47081,47081,,,,,,,,,,,,,,,,,,
2020-03-19,47083,47083,,,,,,,,,,,,,,,,,,
2020-03-19,47089,47089,1,0,,,,,,,,,,,,,,,,
2020-03-19,47093,47093,2,0,,,,,,,,,,,,,,,,
2020-03-19,47099,47099,,,,,,,,,,,,,,,,,,
2020-03-19,47059,47059,,,,,,,,,,,,,,,,,,
2020-03-19,47101,47101,,,,,,,,,,,,,,,,,,
2020-03-20,47147,47147,2,0,,,,,,,,,,,,,,,,
2020-03-20,47141,47141,,,,,,,,,,,,,,,,,,
2020-03-20,,47OOS,40,14,,,,,,,,,,,,,,,,
2020-03-20,47119,47119,1,,,,,,,,,,,,,,,,,
2020-03-20,47125,47125,3,2,,,,,,,,,,,,,,,,
2020-03-20,47109,47109,,,,,,,,,,,,,,,,,,
2020-03-20,47149,47149,1,0,,,,,,,,,,,,,,,,
2020-03-20,47129,47129,,,,,,,,,,,,,,,,,,
2020-03-20,47155,47155,1,0,,,,,,,,,,,,,,,,
2020-03-20,47111,47111,,,,,,,,,,,,,,,,,,
2020-03-20,47163,47163,1,0,,,,,,,,,,,,,,,,
2020-03-20,47165,47165,11,8,,,,,,,,,,,,,,,,
2020-03-20,47167,47167,1,,,,,,,,,,,,,,,,,
2020-03-20,47179,47179,2,,,,,,,,,,,,,,,,,
2020-03-20,47185,47185,,,,,,,,,,,,,,,,,,
2020-03-20,47187,47187,35,5,,,,,,,,,,,,,,,,
2020-03-20,47189,47189,3,2,,,,,,,,,,,,,,,,
2020-03-20,47117,47117,,,,,,,,,,,,,,,,,,
2020-03-20,47157,47157,4,0,,,,,,,,,,,,,,,,
2020-03-20,47115,47115,,,,,,,,,,,,,,,,,,
2020-03-20,47063,47063,1,,,,,,,,,,,,,,,,,
2020-03-20,47035,47035,2,1,,,,,,,,,,,,,,,,
2020-03-20,47009,47009,1,,,,,,,,,,,,,,,,,
2020-03-20,47011,47011,1,,,,,,,,,,,,,,,,,
2020-03-20,47013,47013,1,0,,,,,,,,,,,,,,,,
2020-03-20,47021,47021,2,1,,,,,,,,,,,,,,,,
2020-03-20,47025,47025,,,,,,,,,,,,,,,,,,
2020-03-20,47113,47113,,,,,,,,,,,,,,,,,,
2020-03-20,47037,47037,101,26,,,,,,,,,,,,,,,,
2020-03-20,47043,47043,2,,,,,,,,,,,,,,,,,
2020-03-20,47001,47001,1,,,,,,,,,,,,,,,,,
2020-03-20,47045,47045,1,0,,,,,,,,,,,,,,,,
2020-03-20,47059,47059,1,,,,,,,,,,,,,,,,,
2020-03-20,47061,47061,,,,,,,,,,,,,,,,,,
2020-03-20,47065,47065,5,4,,,,,,,,,,,,,,,,
2020-03-20,47073,47073,,,,,,,,,,,,,,,,,,
2020-03-20,47083,47083,,,,,,,,,,,,,,,,,,
2020-03-20,47089,47089,1,0,,,,,,,,,,,,,,,,
2020-03-20,47093,47093,3,1,,,,,,,,,,,,,,,,
2020-03-20,47051,47051,,,,,,,,,,,,,,,,,,
2020-03-21,47147,47147,2,0,,,,,,,,,,,,,,,,
2020-03-21,47145,47145,1,,,,,,,,,,,,,,,,,
2020-03-21,,47PEN,10,9,,,,,,,,,,,,,,,,
2020-03-21,47121,47121,,,,,,,,,,,,,,,,,,
2020-03-21,47125,47125,3,0,,,,,,,,,,,,,,,,
2020-03-21,47123,47123,3,,,,,,,,,,,,,,,,,
2020-03-21,47149,47149,5,4,,,,,,,,,,,,,,,,
2020-03-21,,47OOS,59,19,,,,,,,,,,,,,,,,
2020-03-21,47151,47151,2,,,,,,,,,,,,,,,,,
2020-03-21,47141,47141,5,,,,,,,,,,,,,,,,,
2020-03-21,47157,47157,40,36,,,,,,,,,,,,,,,,
2020-03-21,47163,47163,1,0,,,,,,,,,,,,,,,,
2020-03-21,47165,47165,11,0,,,,,,,,,,,,,,,,
2020-03-21,47167,47167,2,1,,,,,,,,,,,,,,,,
2020-03-21,47179,47179,2,0,,,,,,,,,,,,,,,,
2020-03-21,47181,47181,,,,,,,,,,,,,,,,,,
2020-03-21,47187,47187,47,12,,,,,,,,,,,,,,,,
2020-03-21,47189,47189,3,0,,,,,,,,,,,,,,,,
2020-03-21,47119,47119,1,0,,,,,,,,,,,,,,,,
2020-03-21,47155,47155,2,1,,,,,,,,,,,,,,,,
2020-03-21,47113,47113,,,,,,,,,,,,,,,,,,
2020-03-21,47105,47105,,,,,,,,,,,,,,,,,,
2020-03-21,47099,47099,,,,,,,,,,,,,,,,,,
2020-03-21,47001,47001,1,0,,,,,,,,,,,,,,,,
2020-03-21,47009,47009,1,0,,,,,,,,,,,,,,,,
2020-03-21,47011,47011,1,0,,,,,,,,,,,,,,,,
2020-03-21,47013,47013,2,1,,,,,,,,,,,,,,,,
2020-03-21,47017,47017,1,,,,,,,,,,,,,,,,,
2020-03-21,47025,47025,,,,,,,,,,,,,,,,,,
2020-03-21,47029,47029,1,,,,,,,,,,,,,,,,,
2020-03-21,47035,47035,2,0,,,,,,,,,,,,,,,,
2020-03-21,47037,47037,140,39,,,,,,,,,,,,,,,,
2020-03-21,47021,47021,2,0,,,,,,,,,,,,,,,,
2020-03-21,47045,47045,2,1,,,,,,,,,,,,,,,,
2020-03-21,47047,47047,1,,,,,,,,,,,,,,,,,
2020-03-21,47051,47051,,,,,,,,,,,,,,,,,,
2020-03-21,47059,47059,1,0,,,,,,,,,,,,,,,,
2020-03-21,47063,47063,2,1,,,,,,,,,,,,,,,,
2020-03-21,47065,47065,7,2,,,,,,,,,,,,,,,,
2020-03-21,47089,47089,1,0,,,,,,,,,,,,,,,,
2020-03-21,47093,47093,4,1,,,,,,,,,,,,,,,,
2020-03-21,47043,47043,3,1,,,,,,,,,,,,,,,,
2020-03-22,47141,47141,6,1,,,,,,,,,,,,,,,,
2020-03-22,47135,47135,1,,,,,,,,,,,,,,,,,
2020-03-22,,47PEN,30,20,,,,,,,,,,,,,,,,
2020-03-22,,47OOS,82,23,,,,,,,,,,,,,,,,
2020-03-22,47119,47119,2,1,,,,,,,,,,,,,,,,
2020-03-22,47123,47123,3,0,,,,,,,,,,,,,,,,
2020-03-22,47107,47107,1,,,,,,,,,,,,,,,,,
2020-03-22,47145,47145,1,0,,,,,,,,,,,,,,,,
2020-03-22,47125,47125,3,0,,,,,,,,,,,,,,,,
2020-03-22,47147,47147,3,1,,,,,,,,,,,,,,,,
2020-03-22,47187,47187,48,1,,,,,,,,,,,,,,,,
2020-03-22,47151,47151,2,0,,,,,,,,,,,,,,,,
2020-03-22,47155,47155,1,-1,,,,,,,,,,,,,,,,
2020-03-22,47157,47157,66,26,,,,,,,,,,,,,,,,
2020-03-22,47163,47163,1,0,,,,,,,,,,,,,,,,
2020-03-22,47165,47165,22,11,,,,,,,,,,,,,,,,
2020-03-22,47167,47167,5,3,,,,,,,,,,,,,,,,
2020-03-22,47169,47169,,,,,,,,,,,,,,,,,,
2020-03-22,47179,47179,2,0,,,,,,,,,,,,,,,,
2020-03-22,47115,47115,1,,,,,,,,,,,,,,,,,
2020-03-22,47189,47189,2,-1,,,,,,,,,,,,,,,,
2020-03-22,47149,47149,8,3,,,,,,,,,,,,,,,,
2020-03-22,47113,47113,,,,,,,,,,,,,,,,,,
2020-03-22,47083,47083,1,,,,,,,,,,,,,,,,,
2020-03-22,47093,47093,5,1,,,,,,,,,,,,,,,,
2020-03-22,47001,47001,1,0,,,,,,,,,,,,,,,,
2020-03-22,47009,47009,1,0,,,,,,,,,,,,,,,,
2020-03-22,47011,47011,2,1,,,,,,,,,,,,,,,,
2020-03-22,47013,47013,2,0,,,,,,,,,,,,,,,,
2020-03-22,47017,47017,2,1,,,,,,,,,,,,,,,,
2020-03-22,47105,47105,1,,,,,,,,,,,,,,,,,
2020-03-22,47023,47023,1,,,,,,,,,,,,,,,,,
2020-03-22,47029,47029,1,0,,,,,,,,,,,,,,,,
2020-03-22,47035,47035,2,0,,,,,,,,,,,,,,,,
2020-03-22,47037,47037,167,27,,,,,,,,,,,,,,,,
2020-03-22,47043,47043,4,1,,,,,,,,,,,,,,,,
2020-03-22,47021,47021,4,2,,,,,,,,,,,,,,,,
2020-03-22,47047,47047,3,2,,,,,,,,,,,,,,,,
2020-03-22,47051,47051,1,,,,,,,,,,,,,,,,,
2020-03-22,47053,47053,1,,,,,,,,,,,,,,,,,
2020-03-22,47059,47059,2,1,,,,,,,,,,,,,,,,
2020-03-22,47063,47063,2,0,,,,,,,,,,,,,,,,
2020-03-22,47065,47065,8,1,,,,,,,,,,,,,,,,
2020-03-22,47077,47077,,,,,,,,,,,,,,,,,,
2020-03-22,47085,47085,,,,,,,,,,,,,,,,,,
2020-03-22,47089,47089,2,1,,,,,,,,,,,,,,,,
2020-03-22,47045,47045,2,0,,,,,,,,,,,,,,,,
2020-03-23,47135,47135,2,1,,,,,,,,,,,,,,,,
2020-03-23,,47PEN,54,24,,,,,,,,,,,,,,,,
2020-03-23,,47OOS,89,7,,,,,,,,,,,,,,,,
2020-03-23,47125,47125,3,0,,,,,,,,,,,,,,,,
2020-03-23,47123,47123,2,-1,,,,,,,,,,,,,,,,
2020-03-23,47111,47111,,,,,,,,,,,,,,,,,,
2020-03-23,47119,47119,6,4,,,,,,,,,,,,,,,,
2020-03-23,47115,47115,1,0,,,,,,,,,,,,,,,,
2020-03-23,47113,47113,,,,,,,,,,,,,,,,,,
2020-03-23,47105,47105,1,0,,,,,,,,,,,,,,,,
2020-03-23,47141,47141,6,0,,,,,,,,,,,,,,,,
2020-03-23,47107,47107,2,1,,,,,,,,,,,,,,,,
2020-03-23,47145,47145,1,0,,,,,,,,,,,,,,,,
2020-03-23,47103,47103,1,,,,,,,,,,,,,,,,,
2020-03-23,47151,47151,1,-1,,,,,,,,,,,,,,,,
2020-03-23,47155,47155,1,0,,,,,,,,,,,,,,,,
2020-03-23,47157,47157,93,27,,,,,,,,,,,,,,,,
2020-03-23,47163,47163,2,1,,,,,,,,,,,,,,,,
2020-03-23,47165,47165,34,12,,,,,,,,,,,,,,,,
2020-03-23,47167,47167,6,1,,,,,,,,,,,,,,,,
2020-03-23,47169,47169,,,,,,,,,,,,,,,,,,
2020-03-23,47171,47171,,,,,,,,,,,,,,,,,,
2020-03-23,47179,47179,6,4,,,,,,,,,,,,,,,,
2020-03-23,47183,47183,1,,,,,,,,,,,,,,,,,
2020-03-23,47185,47185,,,,,,,,,,,,,,,,,,
2020-03-23,47187,47187,53,5,,,,,,,,,,,,,,,,
2020-03-23,47189,47189,6,4,,,,,,,,,,,,,,,,
2020-03-23,47147,47147,6,3,,,,,,,,,,,,,,,,
2020-03-23,47093,47093,12,7,,,,,,,,,,,,,,,,
2020-03-23,47149,47149,9,1,,,,,,,,,,,,,,,,
2020-03-23,47083,47083,1,0,,,,,,,,,,,,,,,,
2020-03-23,47003,47003,,,,,,,,,,,,,,,,,,
2020-03-23,47007,47007,,,,,,,,,,,,,,,,,,
2020-03-23,47009,47009,2,1,,,,,,,,,,,,,,,,
2020-03-23,47011,47011,1,-1,,,,,,,,,,,,,,,,
2020-03-23,47013,47013,2,0,,,,,,,,,,,,,,,,
2020-03-23,47015,47015,,,,,,,,,,,,,,,,,,
2020-03-23,47017,47017,2,0,,,,,,,,,,,,,,,,
2020-03-23,47021,47021,4,0,,,,,,,,,,,,,,,,
2020-03-23,47023,47023,1,0,,,,,,,,,,,,,,,,
2020-03-23,47025,47025,1,,,,,,,,,,,,,,,,,
2020-03-23,47029,47029,1,0,,,,,,,,,,,,,,,,
2020-03-23,47031,47031,,,,,,,,,,,,,,,,,,
2020-03-23,47089,47089,3,1,,,,,,,,,,,,,,,,
2020-03-23,47001,47001,1,0,,,,,,,,,,,,,,,,
2020-03-23,47037,47037,164,-3,,,,,,,,,,,,,,,,
2020-03-23,47071,47071,1,,,,,,,,,,,,,,,,,
2020-03-23,47069,47069,,,,,,,,,,,,,,,,,,
2020-03-23,47065,47065,12,4,,,,,,,,,,,,,,,,
2020-03-23,47035,47035,2,0,,,,,,,,,,,,,,,,
2020-03-23,47061,47061,,,,,,,,,,,,,,,,,,
2020-03-23,47059,47059,4,2,,,,,,,,,,,,,,,,
2020-03-23,47063,47063,3,1,,,,,,,,,,,,,,,,
2020-03-23,47051,47051,1,0,,,,,,,,,,,,,,,,
2020-03-23,47047,47047,2,-1,,,,,,,,,,,,,,,,
2020-03-23,47045,47045,2,0,,,,,,,,,,,,,,,,
2020-03-23,47043,47043,5,1,,,,,,,,,,,,,,,,
2020-03-23,47041,47041,1,,,,,,,,,,,,,,,,,
2020-03-23,47053,47053,1,0,,,,,,,,,,,,,,,,
2020-03-24,,47PEN,38,-16,,,,,,,,,,,,,,,,
2020-03-24,47133,47133,1,,,,,,,,,,,,,,,,,
2020-03-24,,47OOS,95,6,,,,,,,,,,,,,,,,
2020-03-24,47125,47125,6,3,,,,,,,,,,,,,,,,
2020-03-24,47123,47123,2,0,,,,,,,,,,,,,,,,
2020-03-24,47103,47103,1,0,,,,,,,,,,,,,,,,
2020-03-24,47119,47119,6,0,,,,,,,,,,,,,,,,
2020-03-24,47115,47115,1,0,,,,,,,,,,,,,,,,
2020-03-24,47113,47113,1,,,,,,,,,,,,,,,,,
2020-03-24,47105,47105,2,1,,,,,,,,,,,,,,,,
2020-03-24,47135,47135,1,-1,,,,,,,,,,,,,,,,
2020-03-24,47107,47107,2,0,,,,,,,,,,,,,,,,
2020-03-24,47141,47141,8,2,,,,,,,,,,,,,,,,
2020-03-24,47163,47163,2,0,,,,,,,,,,,,,,,,
2020-03-24,47147,47147,12,6,,,,,,,,,,,,,,,,
2020-03-24,47149,47149,13,4,,,,,,,,,,,,,,,,
2020-03-24,47151,47151,1,0,,,,,,,,,,,,,,,,
2020-03-24,47155,47155,2,1,,,,,,,,,,,,,,,,
2020-03-24,47157,47157,99,6,,,,,,,,,,,,,,,,
2020-03-24,47165,47165,34,0,,,,,,,,,,,,,,,,
2020-03-24,47167,47167,6,0,,,,,,,,,,,,,,,,
2020-03-24,47177,47177,,,,,,,,,,,,,,,,,,
2020-03-24,47179,47179,7,1,,,,,,,,,,,,,,,,
2020-03-24,47187,47187,64,11,,,,,,,,,,,,,,,,
2020-03-24,47189,47189,7,1,,,,,,,,,,,,,,,,
2020-03-24,47101,47101,,,,,,,,,,,,,,,,,,
2020-03-24,47145,47145,1,0,,,,,,,,,,,,,,,,
2020-03-24,47093,47093,15,3,,,,,,,,,,,,,,,,
2020-03-24,47099,47099,,,,,,,,,,,,,,,,,,
2020-03-24,47083,47083,1,0,,,,,,,,,,,,,,,,
2020-03-24,47089,47089,4,1,,,,,,,,,,,,,,,,
2020-03-24,47001,47001,1,0,,,,,,,,,,,,,,,,
