date_stamp,race,cnt_confirmed,pct_confirmed,cnt_death,pct_death
2020-04-22,0,168,2.1423,4,2.0
2020-04-22,1,1620,20.658,56,34.0
2020-04-22,2,3637,46.3785,96,58.0
2020-04-22,,489,6.2484,2,1.0
2020-04-22,9,1928,24.5728,8,5.0
2020-04-23,0,176,2.1292,4,2.0
2020-04-23,3,515,6.2303,2,1.0
2020-04-23,1,1669,20.1911,57,34.0
2020-04-23,2,3718,44.9794,98,58.0
2020-04-23,9,2188,26.4699,9,5.0
2020-04-24,0,183,2.0972,4,2.0
2020-04-24,9,2504,28.6959,5,3.0
2020-04-24,3,531,6.0853,1,1.0
2020-04-24,1,1705,19.5393,55,33.0
2020-04-24,2,3803,43.5824,103,61.0
2020-04-25,9,2751,29.938,6,3.0
2020-04-25,0,189,2.0568,4,2.0
2020-04-25,3,564,6.1378,2,1.0
2020-04-25,1,1773,19.2948,55,31.0
2020-04-25,2,3912,42.5726,111,62.0
2020-04-26,9,2928,30.2886,6,3.0
2020-04-26,0,193,1.9965,4,2.0
2020-04-26,3,588,6.0825,3,2.0
2020-04-26,1,1930,19.9648,57,31.0
2020-04-26,2,4028,41.6675,111,61.0
2020-04-27,9,3015,30.3993,7,3.8
2020-04-27,0,203,2.0468,5,2.7
2020-04-27,3,609,6.1404,3,1.6
2020-04-27,1,1983,19.994,57,30.9
2020-04-27,2,4108,41.4196,112,60.8
2020-04-28,9,2868,28.5316,9,4.7
2020-04-28,0,223,2.2185,5,2.6
2020-04-28,3,645,6.4166,3,1.5
2020-04-28,1,2059,20.4835,57,30.3
2020-04-28,2,4257,42.3498,114,60.6
2020-04-29,9,2858,27.5709,8,4.1
2020-04-29,0,239,2.3056,5,2.5
2020-04-29,3,688,6.6371,5,2.5
2020-04-29,1,2154,20.7795,57,29.2
2020-04-29,2,4427,42.7069,120,61.5
2020-04-30,9,2927,27.266,2,1.0
2020-04-30,0,259,2.4127,6,3.0
2020-04-30,3,719,6.6977,5,2.5
2020-04-30,1,2233,20.8011,60,30.1
2020-04-30,2,4597,42.8225,126,63.3
2020-05-01,9,3472,29.1986,2,0.9
2020-05-01,0,274,2.3043,6,2.9
2020-05-01,3,761,6.3998,5,2.4
2020-05-01,1,2447,20.5786,62,30.3
2020-05-01,2,4937,41.5188,129,63.2
2020-05-02,0,294,2.3221,6,2.8
2020-05-02,3,799,6.3107,5,2.3
2020-05-02,1,2578,20.3617,65,31.1
2020-05-02,2,5129,40.5102,131,62.6
2020-05-02,9,3861,30.4952,2,0.9
2020-05-03,9,4185,31.7599,2,0.9
2020-05-03,0,295,2.2387,6,2.8
2020-05-03,3,840,6.3747,5,2.3
2020-05-03,1,2630,19.959,65,30.9
2020-05-03,2,5227,39.6676,132,62.8
2020-05-04,9,4370,32.201,5,2.2
2020-05-04,0,297,2.1885,6,2.7
2020-05-04,3,876,6.4549,5,2.2
2020-05-04,1,2670,19.6743,67,30.5
2020-05-04,2,5358,39.4812,136,62.1
2020-05-05,9,4196,30.6501,8,3.5
2020-05-05,0,311,2.2717,6,2.6
2020-05-05,3,906,6.618,5,2.2
2020-05-05,1,2770,20.2337,68,30.0
2020-05-05,2,5507,40.2264,139,61.5
2020-05-06,0,320,2.2959,6,2.5
2020-05-06,3,937,6.7226,5,2.0
2020-05-06,1,2854,20.4764,72,30.1
2020-05-06,2,5575,39.9986,145,60.6
2020-05-06,9,4252,30.5065,11,4.6
2020-05-07,9,4178,29.6396,10,4.2
2020-05-07,0,326,2.3127,6,2.5
2020-05-07,3,979,6.9452,5,2.1
2020-05-07,1,2913,20.6654,73,30.8
2020-05-07,2,5700,40.437,143,60.3
2020-05-08,0,334,2.3129,6,2.4
2020-05-08,3,1022,7.0771,7,2.9
2020-05-08,1,2994,20.7326,75,31.1
2020-05-08,2,5859,40.572,144,59.7
2020-05-08,9,4232,29.3054,9,3.7
2020-05-09,0,341,2.309,6,2.4
2020-05-09,3,1047,7.0897,7,2.8
2020-05-09,1,3043,20.6054,76,31.4
2020-05-09,2,5968,40.4117,145,59.9
2020-05-09,9,4369,29.5842,8,3.3
2020-05-10,0,342,2.2823,6,2.4
2020-05-10,3,1062,7.0871,7,2.8
2020-05-10,1,3087,20.6006,76,31.2
2020-05-10,2,6016,40.1468,146,60.0
2020-05-10,9,4478,29.8832,8,3.2
2020-05-11,9,4802,30.8929,10,3.9
2020-05-11,0,342,2.2002,6,2.3
2020-05-11,3,1085,6.9802,7,2.7
2020-05-11,1,3178,20.4452,77,30.6
2020-05-11,2,6137,39.4815,151,60.1
2020-05-12,9,4823,29.9361,10,3.7
2020-05-12,0,345,2.1414,6,2.2
2020-05-12,3,1144,7.1069,7,3.0
2020-05-12,1,3396,21.0788,82,30.9
2020-05-12,2,6402,39.7368,159,60.0
2020-05-13,9,4678,28.5767,4,1.4
2020-05-13,0,348,2.1258,6,2.1
2020-05-13,3,1215,7.4221,8,2.9
2020-05-13,1,3518,21.4905,87,31.8
2020-05-13,2,6611,40.3849,168,61.5
2020-05-14,9,4715,28.2352,7,2.4
2020-05-14,0,353,2.1139,7,2.4
2020-05-14,3,1292,7.737,8,2.7
2020-05-14,1,3572,21.3905,93,32.4
2020-05-14,2,6767,40.5234,172,59.9
2020-05-15,9,4757,28.0318,7,2.4
2020-05-15,0,357,2.1037,7,2.4
2020-05-15,3,1398,8.2381,8,2.7
2020-05-15,1,3609,21.2669,94,32.4
2020-05-15,2,6849,40.3595,174,60.0
2020-05-16,9,4814,27.8459,7,2.3
2020-05-16,0,362,2.0939,7,2.3
2020-05-16,3,1458,8.4336,8,2.7
2020-05-16,1,3663,21.1881,97,32.8
2020-05-16,2,6991,40.4385,176,59.6
2020-05-17,9,4795,27.5765,8,2.6
2020-05-17,0,364,2.0934,7,2.3
2020-05-17,3,1497,8.6094,10,3.3
2020-05-17,1,3687,21.2043,97,32.5
2020-05-17,2,7045,40.5164,176,59.0
2020-05-18,9,5256,29.1822,8,2.6
2020-05-18,0,366,2.0321,7,2.3
2020-05-18,3,1543,8.567,10,3.3
2020-05-18,1,3747,20.804,99,32.8
2020-05-18,2,7099,39.4148,177,58.8
2020-05-19,0,368,2.0024,7,2.2
2020-05-19,3,1650,8.9781,10,3.2
2020-05-19,1,3810,20.7313,102,33.4
2020-05-19,2,7258,39.4929,179,58.6
2020-05-19,9,5292,28.7953,7,2.2
2020-05-20,9,5187,27.9894,6,1.9
2020-05-20,0,375,2.0235,7,2.2
2020-05-20,3,1718,9.2705,11,3.5
2020-05-20,1,3866,20.8612,105,33.9
2020-05-20,2,7386,39.8554,180,58.2
2020-05-21,9,5260,27.7412,6,1.9
2020-05-21,0,381,2.0094,7,2.2
2020-05-21,3,1770,9.335,12,3.8
2020-05-21,1,3932,20.7373,106,33.8
2020-05-21,2,7618,40.1772,182,58.1
2020-05-22,9,5354,27.6065,6,1.9
2020-05-22,0,384,1.98,7,2.2
2020-05-22,3,1854,9.5597,12,3.8
2020-05-22,1,4006,20.6559,107,33.9
2020-05-22,2,7796,40.198,183,58.0
2020-05-23,0,385,1.9455,7,2.1
2020-05-23,3,1954,9.8742,13,3.9
2020-05-23,1,4075,20.5922,108,32.8
2020-05-23,2,7933,40.0879,193,58.6
2020-05-23,9,5442,27.5001,8,2.4
2020-05-24,9,5577,27.6843,9,2.6
2020-05-24,0,387,1.9211,7,2.0
2020-05-24,3,2002,9.9379,13,3.8
2020-05-24,1,4139,20.546,112,33.3
2020-05-24,2,8040,39.9106,195,58.0
2020-05-25,0,390,1.8926,7,2.0
2020-05-25,3,2066,10.0257,13,3.8
2020-05-25,1,4203,20.396,113,33.4
2020-05-25,2,8135,39.4769,196,57.9
2020-05-25,9,5813,28.2089,9,2.6
2020-05-26,0,394,1.8793,7,2.0
2020-05-26,3,2172,10.3601,13,3.7
2020-05-26,1,4266,20.3482,115,33.5
2020-05-26,2,8273,39.461,199,58.0
2020-05-26,9,5860,27.9513,9,2.6
2020-05-27,0,397,1.8633,7,1.9
2020-05-27,3,2316,10.8702,17,4.8
2020-05-27,1,4383,20.5717,121,34.2
2020-05-27,2,8465,39.7306,199,56.3
2020-05-27,9,5745,26.9642,9,2.5
2020-05-28,3,2469,11.3889,17,4.7
2020-05-28,9,5652,26.0713,9,2.5
2020-05-28,0,402,1.8543,7,1.9
2020-05-28,1,4460,20.5729,123,34.5
2020-05-28,2,8696,40.1126,200,56.1
2020-05-29,9,5695,25.7867,10,2.7
2020-05-29,0,406,1.8384,7,1.9
2020-05-29,3,2565,11.6142,18,5.0
2020-05-29,1,4511,20.4256,125,34.7
2020-05-29,2,8908,40.3351,200,55.5
2020-05-30,9,4497,19.9282,10,2.7
2020-05-30,0,410,1.8169,7,1.9
2020-05-30,3,2713,12.0225,18,4.9
2020-05-30,1,5124,22.7067,126,34.6
2020-05-30,2,9822,43.5257,203,55.7
2020-05-31,9,4660,20.2556,9,2.4
2020-05-31,0,411,1.7865,7,1.9
2020-05-31,3,2799,12.1664,18,4.9
2020-05-31,1,5202,22.6115,127,34.8
2020-05-31,2,9934,43.18,203,55.7
2020-06-01,9,4896,20.7863,8,2.1
2020-06-01,0,413,1.7534,7,1.9
2020-06-01,3,2866,12.1678,18,4.9
2020-06-01,1,5265,22.3529,129,35.1
2020-06-01,2,10114,42.9396,205,55.8
2020-06-02,9,4895,20.0821,12,3.1
2020-06-02,0,417,1.7108,7,1.8
2020-06-02,3,3345,13.7231,19,4.9
2020-06-02,1,5378,22.0636,131,34.3
2020-06-02,2,10340,42.4205,212,55.6
2020-06-03,9,4792,19.3055,15,3.8
2020-06-03,0,423,1.7041,7,1.8
2020-06-03,3,3546,14.2857,21,5.4
2020-06-03,1,5472,22.045,131,33.7
2020-06-03,2,10589,42.6597,214,55.1
2020-06-04,9,4793,19.0804,14,3.4
2020-06-04,0,427,1.6998,7,1.7
2020-06-04,3,3613,14.383,21,5.2
2020-06-04,1,5551,22.0979,136,33.9
2020-06-04,2,10736,42.7389,223,55.6
2020-06-05,0,434,1.7006,7,1.7
2020-06-05,3,3666,14.3652,21,5.1
2020-06-05,1,5717,22.402,138,33.8
2020-06-05,2,10989,43.0603,228,55.8
2020-06-05,9,4714,18.4718,14,3.4
2020-06-06,9,4836,18.5493,15,3.5
2020-06-06,0,439,1.6839,8,1.9
2020-06-06,3,3833,14.7022,22,5.2
2020-06-06,1,5784,22.1856,141,33.8
2020-06-06,2,11179,42.8791,231,55.3
2020-06-07,9,4930,18.6877,15,3.5
2020-06-07,0,441,1.6717,8,1.9
2020-06-07,3,3837,14.5446,22,5.2
2020-06-07,1,5858,22.2054,142,33.9
2020-06-07,2,11315,42.8907,231,55.2
2020-06-08,9,5201,19.303,14,3.3
2020-06-08,0,451,1.6738,8,1.9
2020-06-08,3,3926,14.571,23,5.4
2020-06-08,1,5915,21.9529,142,33.7
2020-06-08,2,11451,42.4993,234,55.5
2020-06-09,0,457,1.6573,9,2.0
2020-06-09,3,4091,14.8359,22,5.0
2020-06-09,1,6052,21.9474,148,34.0
2020-06-09,2,11778,42.7126,241,55.4
2020-06-09,9,5197,18.8468,15,3.4
2020-06-10,9,5006,17.9626,13,2.9
2020-06-10,0,461,1.6542,9,2.0
2020-06-10,3,4213,15.1172,22,5.0
2020-06-10,1,6185,22.1931,147,33.7
2020-06-10,2,12004,43.0729,245,56.1
2020-06-11,0,464,1.6373,9,2.0
2020-06-11,3,4379,15.4517,23,5.2
2020-06-11,1,6319,22.2971,148,33.5
2020-06-11,2,12204,43.0628,248,56.2
2020-06-11,9,4974,17.5512,13,2.9
2020-06-12,0,467,1.6034,10,2.1
2020-06-12,3,4579,15.7213,21,4.4
2020-06-12,1,6396,21.9598,162,34.6
2020-06-12,2,12617,43.3187,261,55.7
2020-06-12,9,5067,17.3968,14,2.9
2020-06-13,2,12842,43.4718,265,56.1441
2020-06-13,1,6500,22.0033,162,34.322
2020-06-13,3,4720,15.9778,21,4.4492
2020-06-13,0,467,1.5809,10,2.1186
2020-06-13,9,5012,16.9663,14,2.9661
