hash,date_stamp,datetime_checked,us_state_postal,us_state_fips,cnt_tested_pos,cnt_tested_pos_new,cnt_tested_neg,cnt_tested_neg_new,cnt_tested_pending,cnt_recovered,cnt_death,cnt_death_new,cnt_hospitalized,cnt_hospitalized_new,cnt_hospitalized_current,cnt_icu_current,cnt_icu_total,cnt_vent_current,cnt_vent_total,cnt_tested,cnt_tested_new
5167cbf02024bbd4c3f58ab32d1486b3da764fbb,2021-01-23,2021-01-23 03:59:00,AK,02,51445,241,1395069,7315,,,259,5,1184,0,56,,,7,,1446514,7556
88d8ad344a22570e6a590cb2d9ad01061545f4e8,2021-01-23,2021-01-23 11:00:00,AL,01,439442,3355,1730471,9797,,233211,6657,171,40514,0,2258,,2510,,1432,2078488,12137
3edc22ea38c70857a7121d5d03e555604ea40c09,2021-01-23,2021-01-23 00:00:00,AR,05,282995,1613,2111634,9943,,258483,4563,14,13250,120,1094,354,,184,1390,2338521,11093
9cf0b7fcd279c94dd93324df9fa94c084070478e,2021-01-23,2020-12-01 00:00:00,AS,60,0,0,2140,0,,,0,0,,0,,,,,,2140,0
2a1a4dcdb4119e52cd292d1b09385bf243ec2927,2021-01-23,2021-01-23 00:00:00,AZ,04,715357,7316,2657166,13981,,97062,12170,169,49963,361,4442,1049,,728,,6324445,55354
cf5229f1a5a85245d0ddfcf825d0bec6e9515a6f,2021-01-23,2021-01-23 02:59:00,CA,06,3085040,22972,36885079,221308,,,36361,593,,0,19293,4641,,,,39970119,244280
ac4dc611ffd03f8d12344a8fdde5f4ccf7a0da2c,2021-01-23,2021-01-23 01:59:00,CO,08,384966,1958,1976577,7182,,20468,5482,20,21219,73,716,,,,,5221165,35757
6f08952d44ed92e69d1c2a439b8dda517345b1bd,2021-01-23,2021-01-21 20:30:00,CT,09,237815,0,5215799,0,,9800,6819,0,12257,0,1058,,,,,5453614,0
2f8f8f2425fd493f6a3325ef2da9f0cf0a6fb66a,2021-01-23,2021-01-22 00:00:00,DC,11,35077,172,1008035,4460,,24572,870,3,,0,256,63,,31,,1043112,4632
0d2e3a00d3e5ebc616ab802c5483b763ba4e80d1,2021-01-23,2021-01-22 18:00:00,DE,10,73915,682,494710,2238,,,1036,9,,0,401,55,,,,1167997,10871
25860ed863a4e9a30d2f8925d2b221507e7f56a9,2021-01-23,2021-01-22 23:59:00,FL,12,1609953,12104,8215386,48994,6663,,25561,156,71037,270,6711,,,,,18295646,169590
0f22ac2d4980241fb34b5f64997c7d51439bbf39,2021-01-23,2021-01-23 14:50:00,GA,13,714322,6572,5460148,45832,,,13246,186,48270,320,5370,,8183,,,6174470,52404
d7ebb27f443c7f13a9045dfc9b7ab789486b9047,2021-01-23,2021-01-23 07:30:00,GU,66,7547,0,95727,0,,7293,128,0,,0,9,3,,3,,103274,0
0ef694e17297b6b6eed2f7a954209859247ee233,2021-01-23,2021-01-21 14:30:00,HI,15,25631,133,,0,,,336,4,2014,0,84,21,,18,,936450,4974
02f46405e15ae92e14fd6de29eabacb436f48213,2021-01-23,2021-01-23 00:00:00,IA,19,262149,956,970314,2393,,273189,4487,9,,0,419,76,,38,,1232463,3349
e5d689de41d0162a12b81e370c0c24e0191e549e,2021-01-23,2021-01-22 19:00:00,ID,16,158798,598,458315,2019,,75041,1667,13,6464,24,252,67,1127,,,587827,2468
